Age,EdLevel,Employment,WorkExp,YearsCode,DevType,ICorPM,RemoteWork,Industry,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,income_tier,orgsize_log
39.5,4.0,0,13.0,17.0,"Architect, software or solutions",1.0,Remote,Retail and Consumer Services,,,257000.0,3.0,8.006200887093147
77.5,4.0,0,45.0,47.0,"Developer, full-stack",0.0,Remote,Government,4.0,1.0,136000.0,3.0,8.006200887093147
29.5,4.0,0,7.0,15.0,"Developer, embedded applications or devices",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",8.0,,43664.0,3.0,9.903487552536127
39.5,4.0,0,10.0,10.0,"Developer, back-end",0.0,Remote,Software Development,1.0,2.0,135100.0,3.0,8.006200887093147
39.5,4.0,0,13.0,17.0,DevOps engineer or professional,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,10.0,1.0,109438.0,3.0,6.619406317542652
59.5,6.0,0,32.0,32.0,AI/ML engineer,0.0,Remote,Government,1.0,,246000.0,3.0,8.922591630635415
21.0,4.0,0,5.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,5.0,,1000000.0,3.0,9.903487552536127
29.5,4.0,0,10.0,10.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,11.0,10.0,97886.0,3.0,5.702114417555504
39.5,4.0,0,10.0,10.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,1.0,1.0,81210.0,3.0,9.903487552536127
39.5,4.0,0,12.0,12.0,"Developer, full-stack",0.0,Remote,Insurance,4.0,2.0,110214.0,3.0,4.085976312551584
39.5,1.0,0,24.0,26.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,,,41765.0,3.0,8.006200887093147
29.5,4.0,0,3.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",,,58007.0,3.0,2.302585092994046
59.5,3.0,0,20.0,20.0,"Developer, full-stack",0.0,Remote,Banking/Financial Services,,,155000.0,3.0,8.006200887093147
29.5,4.0,1,10.0,10.0,Data engineer,0.0,Remote,Software Development,,,100000.0,2.0,2.302585092994046
29.5,2.0,0,8.0,13.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,5.0,46406.0,3.0,2.302585092994046
39.5,2.0,0,20.0,25.0,"Developer, full-stack",0.0,Remote,"Transportation, or Supply Chain",3.0,1.0,133417.0,3.0,2.302585092994046
29.5,4.0,0,6.0,7.0,"Developer, front-end",0.0,Remote,Higher Education,1.0,,66709.0,3.0,5.702114417555504
39.5,2.0,1,3.0,3.0,"Developer, full-stack",,,Software Development,2.0,6.0,13922.0,1.0,
39.5,5.0,0,17.0,20.0,Engineering manager,0.0,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,2.0,3.0,69609.0,3.0,4.085976312551584
29.5,5.0,0,5.0,13.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,,,81210.0,3.0,4.085976312551584
39.5,5.0,0,6.0,6.0,"Developer, mobile",,Remote,Fintech,3.0,1.0,87328.0,3.0,9.903487552536127
39.5,4.0,0,14.0,20.0,DevOps engineer or professional,0.0,Remote,Retail and Consumer Services,7.0,4.0,94154.0,1.0,5.702114417555504
21.0,4.0,0,4.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,3.0,44927.0,3.0,4.085976312551584
39.5,5.0,0,18.0,30.0,"Developer, back-end",0.0,Remote,Software Development,2.0,1.0,113694.0,3.0,5.702114417555504
29.5,5.0,0,3.0,8.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,1.0,6974.0,1.0,5.702114417555504
29.5,2.0,1,3.0,4.0,"Developer, back-end",,,Software Development,,,1161.0,1.0,
39.5,5.0,0,12.0,28.0,"Developer, back-end",0.0,In-person,"Internet, Telecomm or Information Services",4.0,8.0,208928.0,2.0,9.903487552536127
29.5,5.0,0,4.0,5.0,"Developer, front-end",0.0,Remote,Software Development,6.0,2.0,63808.0,3.0,5.702114417555504
21.0,4.0,0,2.0,2.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Higher Education,,,2906.0,1.0,4.085976312551584
39.5,4.0,1,10.0,15.0,"Developer, mobile",0.0,Remote,Software Development,5.0,2.0,50000.0,3.0,2.302585092994046
29.5,5.0,1,8.0,10.0,"Developer, back-end",,,Fintech,5.0,2.0,5453.0,2.0,
39.5,5.0,0,15.0,,Data scientist,0.0,Remote,Energy,4.0,,134973.0,3.0,8.006200887093147
29.5,,0,4.0,6.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,7.0,1.0,43775.0,3.0,5.702114417555504
49.5,4.0,0,36.0,40.0,"Architect, software or solutions",1.0,Remote,Software Development,6.0,4.0,120000.0,3.0,5.702114417555504
21.0,4.0,0,3.0,8.0,"Developer, full-stack",0.0,Remote,Software Development,8.0,3.0,68000.0,3.0,2.302585092994046
49.5,4.0,0,27.0,30.0,"Architect, software or solutions",1.0,Remote,Software Development,5.0,2.0,162421.0,3.0,4.085976312551584
49.5,5.0,0,34.0,40.0,Data scientist,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,,,127616.0,3.0,4.085976312551584
29.5,4.0,0,9.0,9.0,"Developer, full-stack",0.0,Remote,"Internet, Telecomm or Information Services",4.0,2.0,165000.0,3.0,9.903487552536127
29.5,,0,8.0,12.0,"Developer, mobile",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,3.0,,218875.0,3.0,8.922591630635415
29.5,5.0,0,2.0,10.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,9.0,,57179.0,3.0,9.903487552536127
49.5,3.0,0,25.0,,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Other:,12.0,,116640.0,3.0,2.302585092994046
49.5,4.0,0,25.0,30.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,4.0,1.0,67655.0,2.0,5.702114417555504
29.5,3.0,0,3.0,6.0,DevOps engineer or professional,0.0,In-person,Software Development,10.0,4.0,58007.0,3.0,2.302585092994046
21.0,4.0,0,1.0,9.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,10.0,6.0,6665.0,2.0,2.302585092994046
21.0,2.0,0,3.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,10.0,5.0,22467.0,3.0,4.085976312551584
39.5,3.0,0,9.0,31.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,3.0,60796.0,3.0,5.702114417555504
29.5,4.0,0,12.0,17.0,"Developer, back-end",0.0,Remote,Healthcare,,,121000.0,3.0,8.006200887093147
21.0,4.0,0,2.0,6.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,8.0,2.0,90000.0,3.0,9.903487552536127
39.5,2.0,0,20.0,24.0,Database administrator or engineer,0.0,Remote,Software Development,3.0,1.0,301177.0,3.0,9.903487552536127
29.5,4.0,0,10.0,10.0,"Developer, full-stack",0.0,Remote,Software Development,,,34951.0,2.0,8.006200887093147
39.5,2.0,1,14.0,15.0,"Developer, mobile",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,,,78595.0,3.0,4.085976312551584
29.5,2.0,1,3.0,4.0,"Developer, full-stack",0.0,Remote,Software Development,,,3483.0,1.0,4.085976312551584
39.5,4.0,0,23.0,15.0,"Developer, desktop or enterprise applications",0.0,Remote,Retail and Consumer Services,4.0,2.0,115000.0,3.0,9.903487552536127
39.5,6.0,0,20.0,25.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,1.0,,800000.0,3.0,9.903487552536127
49.5,3.0,1,25.0,25.0,"Developer, back-end",,,Software Development,3.0,,17402.0,2.0,
49.5,3.0,0,2.0,4.0,"Developer, front-end",0.0,In-person,Banking/Financial Services,,,42165.0,3.0,4.085976312551584
39.5,4.0,0,20.0,25.0,Engineering manager,1.0,Remote,Healthcare,8.0,4.0,350000.0,3.0,
39.5,4.0,0,15.0,21.0,"Senior executive (C-suite, VP, etc.)",1.0,Remote,Fintech,6.0,4.0,142949.0,3.0,4.085976312551584
39.5,5.0,0,14.0,14.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,5.0,8.0,170000.0,3.0,5.702114417555504
21.0,5.0,1,5.0,6.0,"Developer, front-end",,,Software Development,5.0,1.0,20000.0,2.0,
39.5,4.0,0,19.0,22.0,"Developer, full-stack",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,3.0,1.0,138470.0,3.0,8.922591630635415
29.5,5.0,0,4.0,10.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",,,82366.0,3.0,8.006200887093147
49.5,5.0,0,20.0,24.0,"Developer, full-stack",0.0,Remote,Software Development,5.0,3.0,122527.0,3.0,2.302585092994046
29.5,4.0,0,9.0,11.0,"Developer, full-stack",0.0,Remote,Healthcare,8.0,3.0,107000.0,3.0,9.903487552536127
21.0,1.0,0,3.0,5.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,13.0,6.0,43738.0,3.0,6.619406317542652
39.5,5.0,1,19.0,19.0,"Developer, back-end",0.0,Remote,Government,7.0,3.0,61245.0,3.0,0.0
39.5,2.0,0,18.0,22.0,"Developer, full-stack",0.0,In-person,Fintech,8.0,4.0,98612.0,3.0,5.702114417555504
39.5,5.0,1,13.0,22.0,"Developer, full-stack",,,Software Development,7.0,7.0,127616.0,3.0,
39.5,2.0,1,23.0,30.0,"Developer, full-stack",,,Software Development,8.0,3.0,240000.0,3.0,
49.5,6.0,0,15.0,15.0,"Architect, software or solutions",0.0,Remote,"Transportation, or Supply Chain",8.0,4.0,180000.0,3.0,4.085976312551584
39.5,6.0,0,10.0,15.0,"Developer, full-stack",0.0,Remote,Other:,7.0,1.0,96000.0,3.0,5.702114417555504
39.5,4.0,0,18.0,24.0,"Developer, full-stack",0.0,In-person,Software Development,13.0,13.0,23369.0,2.0,2.302585092994046
39.5,5.0,0,14.0,29.0,"Developer, front-end",0.0,Remote,"Internet, Telecomm or Information Services",4.0,,83531.0,3.0,5.702114417555504
21.0,4.0,0,6.0,8.0,"Developer, embedded applications or devices",0.0,In-person,Software Development,7.0,,80000.0,3.0,4.085976312551584
29.5,4.0,0,4.0,8.0,Applied scientist,0.0,Remote,Energy,2.0,,17840.0,2.0,5.702114417555504
59.5,4.0,0,30.0,35.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,5.0,2.0,81210.0,3.0,2.302585092994046
29.5,1.0,0,4.0,5.0,"Developer, front-end",0.0,Remote,Insurance,3.0,,77150.0,3.0,6.619406317542652
49.5,4.0,1,27.0,34.0,"Architect, software or solutions",,,Healthcare,7.0,2.0,136141.0,3.0,
,4.0,0,13.0,15.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,,150000.0,3.0,
39.5,4.0,0,10.0,20.0,"Senior executive (C-suite, VP, etc.)",1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,1.0,109438.0,3.0,4.085976312551584
39.5,4.0,0,14.0,20.0,"Developer, front-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,6.0,,99223.0,3.0,8.006200887093147
21.0,4.0,0,3.0,7.0,"Developer, mobile",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,,13209.0,2.0,2.302585092994046
49.5,5.0,1,24.0,40.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,2.0,11601.0,3.0,0.0
59.5,4.0,0,30.0,38.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,4.0,1.0,340000.0,3.0,5.702114417555504
39.5,4.0,0,2.0,8.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,1.0,55000.0,3.0,9.903487552536127
49.5,5.0,0,20.0,30.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,5.0,3.0,83531.0,3.0,6.619406317542652
39.5,5.0,0,12.0,22.0,Engineering manager,1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,6.0,5.0,234337.0,3.0,5.702114417555504
39.5,5.0,1,9.0,19.0,"Developer, full-stack",,,Software Development,5.0,3.0,50550.0,3.0,
29.5,4.0,0,6.0,9.0,Data engineer,0.0,Remote,Software Development,5.0,5.0,180000.0,3.0,5.702114417555504
49.5,4.0,0,28.0,28.0,"Developer, full-stack",0.0,Remote,Energy,4.0,1.0,24029.0,2.0,9.903487552536127
39.5,4.0,1,18.0,30.0,"Developer, game or graphics",,,Software Development,13.0,3.0,80254.0,3.0,
49.5,5.0,0,20.0,24.0,Data or business analyst,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,9.0,8.0,200000.0,3.0,8.922591630635415
29.5,5.0,0,5.0,10.0,Engineering manager,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,5.0,4.0,123889.0,3.0,5.702114417555504
29.5,4.0,0,5.0,8.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,3.0,2.0,59902.0,3.0,6.619406317542652
29.5,4.0,0,5.0,9.0,"Developer, back-end",0.0,In-person,Banking/Financial Services,4.0,1.0,9368.0,1.0,4.085976312551584
21.0,4.0,0,3.0,10.0,"Developer, embedded applications or devices",0.0,In-person,Healthcare,4.0,,90000.0,3.0,9.903487552536127
49.5,1.0,1,30.0,30.0,"Developer, full-stack",,,Software Development,8.0,2.0,126361.0,3.0,0.0
39.5,4.0,0,12.0,20.0,Applied scientist,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Government,7.0,1.0,250000.0,3.0,8.006200887093147
39.5,6.0,0,15.0,25.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,4.0,108710.0,3.0,5.702114417555504
29.5,4.0,0,15.0,15.0,"Developer, mobile",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,2.0,,88050.0,3.0,9.903487552536127
29.5,2.0,0,9.0,12.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,4.0,46406.0,3.0,4.085976312551584
21.0,3.0,0,4.0,8.0,Cloud infrastructure engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,5.0,4.0,64933.0,3.0,6.619406317542652
49.5,4.0,0,25.0,30.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,3.0,48726.0,3.0,4.085976312551584
29.5,4.0,0,4.0,12.0,AI/ML engineer,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,10.0,1.0,140000.0,3.0,2.302585092994046
59.5,5.0,0,27.0,40.0,Data engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Government,3.0,3.0,125000.0,3.0,5.702114417555504
39.5,6.0,0,4.0,15.0,Applied scientist,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,9.0,,110109.0,3.0,5.702114417555504
39.5,4.0,0,15.0,30.0,"Developer, QA or test",0.0,Remote,Higher Education,6.0,4.0,90000.0,3.0,4.085976312551584
29.5,4.0,0,7.0,15.0,"Developer, full-stack",0.0,Remote,Software Development,5.0,3.0,65533.0,2.0,5.702114417555504
39.5,5.0,0,20.0,25.0,"Developer, full-stack",1.0,Remote,Media & Advertising Services,6.0,1.0,140000.0,3.0,4.085976312551584
39.5,4.0,0,15.0,18.0,"Developer, game or graphics",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,,81210.0,3.0,5.702114417555504
21.0,4.0,0,1.0,6.0,"Developer, back-end",0.0,Remote,Banking/Financial Services,5.0,3.0,24000.0,2.0,8.006200887093147
49.5,3.0,0,30.0,35.0,"Architect, software or solutions",1.0,Remote,Software Development,2.0,2.0,32000.0,1.0,4.085976312551584
39.5,3.0,0,15.0,15.0,"Developer, mobile",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,,76831.0,2.0,6.619406317542652
39.5,4.0,0,20.0,26.0,Engineering manager,1.0,Remote,Software Development,7.0,4.0,145018.0,3.0,6.619406317542652
49.5,5.0,1,28.0,32.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,5.0,3.0,176984.0,3.0,8.006200887093147
21.0,4.0,0,3.0,5.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Government,11.0,4.0,74000.0,3.0,8.006200887093147
29.5,5.0,0,10.0,20.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,4.0,2.0,104413.0,3.0,4.085976312551584
39.5,5.0,0,18.0,23.0,"Developer, back-end",0.0,Remote,Banking/Financial Services,8.0,5.0,24943.0,2.0,5.702114417555504
29.5,5.0,0,6.0,15.0,"Developer, game or graphics",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,3.0,,49886.0,3.0,2.302585092994046
29.5,5.0,0,1.0,13.0,Other (please specify):,0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",9.0,,64736.0,3.0,5.702114417555504
77.5,5.0,0,45.0,50.0,AI/ML engineer,0.0,Remote,"Internet, Telecomm or Information Services",5.0,4.0,300000.0,3.0,9.903487552536127
59.5,4.0,1,33.0,35.0,"Developer, full-stack",0.0,Remote,Healthcare,6.0,4.0,72958.0,3.0,9.903487552536127
39.5,4.0,0,10.0,15.0,"Developer, back-end",0.0,Remote,Software Development,3.0,6.0,58007.0,3.0,8.006200887093147
39.5,6.0,0,10.0,22.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,1.0,371979.0,3.0,9.903487552536127
39.5,4.0,0,20.0,25.0,"Architect, software or solutions",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,12.0,7.0,63909.0,1.0,5.702114417555504
49.5,4.0,0,20.0,25.0,"Senior executive (C-suite, VP, etc.)",1.0,Remote,Software Development,7.0,8.0,550000.0,3.0,4.085976312551584
29.5,2.0,0,4.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,11.0,6.0,43375.0,3.0,6.619406317542652
29.5,5.0,0,5.0,9.0,AI/ML engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,9.0,1.0,340354.0,3.0,8.006200887093147
29.5,2.0,0,8.0,15.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,7.0,4.0,131325.0,3.0,6.619406317542652
21.0,4.0,0,1.0,6.0,"Developer, back-end",0.0,In-person,Fintech,12.0,5.0,120000.0,3.0,9.903487552536127
29.5,4.0,0,11.0,22.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,9.0,,1950000.0,3.0,9.903487552536127
49.5,4.0,1,28.0,39.0,"Developer, back-end",,,Software Development,5.0,1.0,122527.0,3.0,
49.5,4.0,0,32.0,43.0,"Architect, software or solutions",0.0,Remote,Software Development,9.0,2.0,600000.0,3.0,9.903487552536127
39.5,5.0,0,17.0,27.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,8.0,3.0,250000.0,3.0,4.085976312551584
39.5,6.0,0,11.0,20.0,"Developer, AI apps or physical AI",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,5.0,6.0,108913.0,3.0,4.085976312551584
29.5,3.0,0,10.0,20.0,"Architect, software or solutions",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,3.0,85851.0,3.0,4.085976312551584
29.5,5.0,0,8.0,10.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",3.0,3.0,51841.0,3.0,4.085976312551584
29.5,4.0,0,3.0,7.0,"Developer, full-stack",0.0,In-person,Manufacturing,3.0,6.0,17476.0,2.0,8.006200887093147
39.5,4.0,0,22.0,30.0,"Developer, full-stack",0.0,Remote,Software Development,5.0,1.0,185000.0,3.0,9.903487552536127
39.5,4.0,0,12.0,20.0,"Developer, QA or test",0.0,Remote,Other:,4.0,,72000.0,3.0,5.702114417555504
39.5,4.0,0,10.0,13.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,3.0,1.0,54457.0,3.0,2.302585092994046
29.5,3.0,1,6.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,10.0,5.0,100000.0,3.0,0.0
29.5,5.0,0,6.0,8.0,"Developer, full-stack",0.0,In-person,Other:,14.0,5.0,135000.0,3.0,2.302585092994046
39.5,5.0,0,12.0,16.0,"Developer, back-end",0.0,Remote,Fintech,7.0,4.0,136141.0,3.0,8.006200887093147
39.5,3.0,0,15.0,20.0,"Developer, full-stack",0.0,Remote,Manufacturing,11.0,3.0,275000.0,3.0,5.702114417555504
39.5,5.0,0,8.0,7.0,"Developer, front-end",1.0,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",6.0,2.0,81210.0,3.0,8.006200887093147
29.5,4.0,0,8.0,10.0,"Developer, full-stack",0.0,Remote,Fintech,4.0,1.0,68071.0,3.0,2.302585092994046
49.5,5.0,0,30.0,40.0,"Developer, embedded applications or devices",0.0,Remote,Software Development,4.0,,218875.0,3.0,8.006200887093147
21.0,4.0,0,2.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,2.0,2758.0,2.0,2.302585092994046
29.5,2.0,0,2.0,3.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,9.0,10.0,31904.0,3.0,9.903487552536127
29.5,5.0,0,1.0,7.0,"Developer, full-stack",0.0,In-person,Software Development,12.0,5.0,4073.0,1.0,2.302585092994046
49.5,4.0,0,23.0,25.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,1.0,138000.0,3.0,6.619406317542652
21.0,5.0,0,5.0,15.0,"Developer, embedded applications or devices",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,8.0,,120000.0,3.0,9.903487552536127
49.5,6.0,0,15.0,10.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",3.0,3.0,104413.0,3.0,6.619406317542652
49.5,2.0,0,26.0,30.0,"Architect, software or solutions",1.0,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",4.0,2.0,99194.0,3.0,4.085976312551584
29.5,4.0,0,12.0,15.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,8.0,3.0,112000.0,3.0,5.702114417555504
39.5,4.0,0,20.0,25.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,4.0,145000.0,3.0,2.302585092994046
49.5,5.0,0,26.0,30.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,1.0,66038.0,3.0,4.085976312551584
39.5,4.0,0,6.0,6.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Higher Education,9.0,6.0,98000.0,3.0,4.085976312551584
29.5,5.0,1,5.0,8.0,AI/ML engineer,,,Energy,6.0,7.0,127616.0,3.0,
39.5,6.0,0,9.0,13.0,Data scientist,0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",4.0,2.0,128304.0,3.0,9.903487552536127
29.5,4.0,0,7.0,11.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,9.0,3.0,125000.0,3.0,9.903487552536127
49.5,3.0,0,5.0,5.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,7.0,3.0,170000.0,3.0,6.619406317542652
39.5,4.0,0,15.0,19.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,1.0,1.0,53273.0,3.0,9.903487552536127
39.5,5.0,0,10.0,25.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,4.0,92812.0,3.0,5.702114417555504
39.5,4.0,0,7.0,15.0,"Developer, full-stack",0.0,In-person,Government,5.0,2.0,68000.0,3.0,2.302585092994046
29.5,2.0,0,5.0,10.0,"Developer, full-stack",0.0,Remote,Other:,6.0,4.0,8738.0,2.0,2.302585092994046
29.5,4.0,0,8.0,14.0,"Developer, desktop or enterprise applications",0.0,In-person,Retail and Consumer Services,1.0,1.0,6936.0,1.0,5.702114417555504
49.5,5.0,0,23.0,25.0,"Developer, back-end",0.0,Remote,Software Development,5.0,3.0,45934.0,3.0,4.085976312551584
29.5,4.0,0,3.0,6.0,"Developer, back-end",0.0,In-person,Fintech,7.0,7.0,46939.0,3.0,9.903487552536127
29.5,4.0,0,7.0,8.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,5.0,1.0,90000.0,3.0,
29.5,6.0,0,6.0,15.0,Cybersecurity or InfoSec professional,0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,6.0,,66128.0,3.0,9.903487552536127
21.0,5.0,0,1.0,11.0,Other (please specify):,0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",8.0,4.0,51407.0,3.0,8.922591630635415
29.5,4.0,0,12.0,10.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,3.0,2.0,198000.0,3.0,5.702114417555504
39.5,6.0,0,13.0,20.0,Data engineer,0.0,Remote,Software Development,2.0,8.0,95132.0,3.0,2.302585092994046
21.0,4.0,0,1.0,10.0,"Developer, full-stack",0.0,In-person,Software Development,6.0,2.0,140000.0,3.0,9.903487552536127
39.5,4.0,0,15.0,24.0,"Developer, mobile",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,,170000.0,3.0,8.006200887093147
49.5,5.0,0,25.0,30.0,Other (please specify):,0.0,In-person,"Transportation, or Supply Chain",6.0,2.0,106733.0,3.0,5.702114417555504
39.5,5.0,1,22.0,29.0,"Developer, full-stack",0.0,Remote,Fintech,8.0,3.0,200000.0,3.0,2.302585092994046
39.5,4.0,0,11.0,17.0,"Developer, full-stack",0.0,Remote,Software Development,5.0,3.0,160900.0,3.0,5.702114417555504
39.5,5.0,1,9.0,20.0,"Developer, back-end",,,Other:,5.0,3.0,83857.0,3.0,
39.5,5.0,0,15.0,20.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,2.0,3.0,46406.0,3.0,2.302585092994046
21.0,4.0,1,1.0,5.0,"Developer, full-stack",,,Software Development,10.0,2.0,21888.0,3.0,
29.5,4.0,0,8.0,14.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,13.0,8.0,124000.0,3.0,5.702114417555504
29.5,4.0,0,7.0,10.0,"Developer, full-stack",1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,8.0,7.0,12000.0,1.0,2.302585092994046
